,text,url
89,>여성의류>아우터>코트>맥,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1238
90,>여성의류>아우터>코트>롱,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1239
91,>여성의류>아우터>코트>하프,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1240
92,>여성의류>아우터>코트>트렌치,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1241
93,>여성의류>아우터>코트>오버핏,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1242
94,>여성의류>아우터>코트>기타,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1243
95,>여성의류>아우터>자켓>캐쥬얼,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1244
96,>여성의류>아우터>자켓>데님,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1245
97,>여성의류>아우터>자켓>가죽,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1246
98,>여성의류>아우터>자켓>기타,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1247
99,>여성의류>상의>티셔츠>라운드넥,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1248
100,>여성의류>상의>티셔츠>브이넥,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1249
101,>여성의류>상의>티셔츠>헨리넥,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1250
102,>여성의류>상의>티셔츠>카라,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1251
103,>여성의류>상의>티셔츠>후드,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1252
104,>여성의류>상의>티셔츠>맨투맨,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1253
105,>여성의류>상의>티셔츠>민소매,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1254
106,>여성의류>상의>티셔츠>컬러블록,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1255
107,>여성의류>상의>티셔츠>스트라이프,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1256
108,>여성의류>상의>티셔츠>그래픽,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1257
109,>여성의류>상의>티셔츠>오버핏,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1258
110,>여성의류>상의>티셔츠>기타,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1259
111,>여성의류>상의>셔츠/블라우스>블라우스,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1260
112,>여성의류>상의>셔츠/블라우스>솔리드,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1261
113,>여성의류>상의>셔츠/블라우스>체크,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1262
114,>여성의류>상의>셔츠/블라우스>데님,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1263
115,>여성의류>상의>셔츠/블라우스>린넨,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1264
116,>여성의류>상의>셔츠/블라우스>헨리넥,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1265
117,>여성의류>상의>셔츠/블라우스>옥스포드,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1266
118,>여성의류>상의>셔츠/블라우스>플란넬,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1267
119,>여성의류>상의>셔츠/블라우스>차이나카라,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1268
120,>여성의류>상의>셔츠/블라우스>기타,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1269
121,>여성의류>상의>니트/스웨터>라운드넥,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1270
122,>여성의류>상의>니트/스웨터>브이넥,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1271
123,>여성의류>상의>니트/스웨터>터틀넥,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1272
124,>여성의류>상의>니트/스웨터>베스트,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1273
125,>여성의류>상의>니트/스웨터>기타,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1274
126,>여성의류>상의>가디건/집업>가디건,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1275
127,>여성의류>상의>가디건/집업>집업,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1276
128,>여성의류>상의>가디건/집업>후드집업,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1277
129,>여성의류>상의>가디건/집업>기타,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1278
130,>여성의류>하의>긴바지>면/치노,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1279
131,>여성의류>하의>긴바지>슬랙스,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1280
132,>여성의류>하의>긴바지>와이드,https://topten.topten10mall.com/kr/front/search/categorySearch.do?ctgNo=1281
